"","user","friend"
"211","200492840","107352223"
"212","200492840","33562073"
"213","200492840","306061778"
"214","200492840","272203763"
"215","200492840","620008362"
"216","200492840","414015842"
"217","200492840","561770770"
"218","200492840","41961172"
"219","200492840","427409582"
"220","200492840","475711114"
"221","200492840","104427578"
"222","200492840","170606077"
"223","200492840","532329029"
"224","200492840","38120647"
"225","200492840","143037126"
"226","200492840","367283525"
"227","200492840","350133197"
"228","200492840","380324375"
"229","200492840","207954953"
"230","200492840","441973692"
"231","200492840","97848691"
"232","200492840","410685055"
"233","200492840","413186710"
"234","200492840","191680780"
"235","200492840","121712824"
"236","200492840","368022451"
"237","200492840","47904309"
"238","200492840","121432105"
"239","200492840","77652368"
"240","200492840","258778503"
"241","200492840","103444264"
"242","200492840","294995083"
"243","200492840","91083966"
"244","200492840","380154303"
"245","200492840","262783120"
"246","200492840","346345724"
"247","200492840","307417745"
"248","200492840","290896014"
"249","200492840","47363197"
"250","200492840","243131701"
"251","200492840","185827887"
"252","200492840","136007061"
"253","200492840","18863815"
"254","200492840","98351372"
"255","200492840","23167514"
"256","200492840","191428137"
"257","200492840","77379214"
"258","200492840","156889749"
"259","200492840","96951800"
"260","200492840","82858351"
"261","200492840","65987814"
"262","200492840","83292466"
"263","200492840","100100617"
"264","200492840","100699881"
"265","200492840","44076608"
"266","200492840","104796159"
"267","200492840","88207192"
"268","200492840","81060339"
"269","200492840","43947157"
"270","200492840","71815056"
"271","200492840","132049330"
"272","1069444940961181697","409757397"
"273","1069444940961181697","3259539990"
"274","1069444940961181697","1167713389"
"275","1069444940961181697","60041232"
"276","1069444940961181697","110665328"
"277","1069444940961181697","175261567"
"278","1069444940961181697","1476920862"
"279","1069444940961181697","122804908"
"280","1069444940961181697","65863533"
"281","1069444940961181697","1139125094"
"282","1069444940961181697","1170581330"
"283","1069444940961181697","1170778628"
"284","1069444940961181697","2483697870"
"285","1069444940961181697","278019870"
"286","1069444940961181697","3283231038"
"287","1069444940961181697","1409793878"
"288","1069444940961181697","1167503701"
"289","1069444940961181697","867372949"
"290","1069444940961181697","4097931204"
"291","1069444940961181697","1266476508"
"292","1069444940961181697","791144872979927040"
"293","1069444940961181697","2757991457"
"294","1069444940961181697","1138718930"
"295","1069444940961181697","1159481948"
"296","1069444940961181697","1138876886"
"297","1069444940961181697","1177352743"
"298","1069444940961181697","287524670"
"299","1069444940961181697","862365000"
"300","1069444940961181697","2849973770"
"301","1069444940961181697","1177725229"
"302","1069444940961181697","1186194086"
"303","1069444940961181697","206000116"
"304","1069444940961181697","2759031240"
"305","1069444940961181697","1066041334992011264"
"306","1069444940961181697","2954413632"
"307","1069444940961181697","883079775052378112"
"308","1069444940961181697","1006899516061044738"
"309","1069444940961181697","954927536718282752"
"310","1069444940961181697","1323834151"
"311","1069444940961181697","1015515954288062465"
"312","1069444940961181697","4214856850"
"313","1069444940961181697","1544558972"
"314","1069444940961181697","295906021"
"315","1069444940961181697","2159860789"
"316","1069444940961181697","2317399716"
"317","1069444940961181697","14771029"
"318","1069444940961181697","990199543"
"319","1069444940961181697","1082680071234539520"
"320","1069444940961181697","861894141193498624"
"321","1069444940961181697","541483776"
"322","1069444940961181697","1548626653"
"323","1069444940961181697","63955026"
"324","1069444940961181697","2890981364"
"325","1069444940961181697","885534626588106752"
"326","1069444940961181697","183832491"
"327","1069444940961181697","190924467"
"328","1069444940961181697","2338638961"
"329","1069444940961181697","766944888248074240"
"330","1069444940961181697","339432579"
"331","1069444940961181697","109543367"
"332","1069444940961181697","3252997136"
"333","1069444940961181697","899319611354632192"
"334","1069444940961181697","2916468169"
"335","1069444940961181697","91255162"
"336","1069444940961181697","324416283"
"337","1069444940961181697","109149190"
"338","1069444940961181697","1040424417317203968"
"339","1069444940961181697","153407983"
"340","1069444940961181697","965885713223892993"
"341","1069444940961181697","2606229566"
"342","1069444940961181697","96055369"
"343","1069444940961181697","22365191"
"344","1069444940961181697","213975564"
"345","1069444940961181697","122020937"
"346","1069444940961181697","244818364"
"347","1069444940961181697","194987317"
"348","1069444940961181697","452992293"
"349","1069444940961181697","248199104"
"350","1069444940961181697","397673651"
"351","1069444940961181697","434724503"
"352","1069444940961181697","851978966906753024"
"353","1069444940961181697","927879606643781632"
"354","1069444940961181697","18243090"
"355","1069444940961181697","17588443"
"356","1069444940961181697","590977873"
"357","1069444940961181697","92907248"
"358","1069444940961181697","136148489"
"359","1069444940961181697","2568419906"
"360","1069444940961181697","991571717117042689"
"361","1069444940961181697","82648754"
"362","1069444940961181697","376847261"
"363","1069444940961181697","59101459"
"364","1069444940961181697","59186139"
"365","1069444940961181697","68997312"
"366","1069444940961181697","193245346"
"367","1069444940961181697","123206116"
"368","1069444940961181697","99749614"
"369","1069444940961181697","78223605"
"370","1069444940961181697","62469487"
"371","1069444940961181697","74904593"
"372","1069444940961181697","35472557"
"373","1069444940961181697","15000492"
"374","1069444940961181697","257861295"
"375","1069444940961181697","41626669"
"376","1069444940961181697","90109872"
"377","1069444940961181697","18211861"
"378","1069444940961181697","180396151"
"379","1069444940961181697","79986578"
"380","1069444940961181697","42513459"
"381","1069444940961181697","94339403"
"382","1069444940961181697","47363197"
"383","1069444940961181697","45278605"
"384","1069444940961181697","33873560"
"385","1069444940961181697","24002803"
"386","1069444940961181697","128841198"
"387","1069444940961181697","1356998677"
"388","1069444940961181697","17284624"
"389","1069444940961181697","10844372"
"390","1069444940961181697","4210161433"
"391","1069444940961181697","1073827786937135105"
"392","1069444940961181697","1199526133"
"393","1069444940961181697","1054005995200929792"
"394","1069444940961181697","614278909"
"395","1069444940961181697","1592535942"
"396","1069444940961181697","823397202101813248"
"397","1069444940961181697","133676996"
"398","1069444940961181697","1069015141818150912"
"399","1069444940961181697","1074589622674419713"
"400","1069444940961181697","271763856"
"401","1069444940961181697","541674389"
"402","1069444940961181697","87391975"
"403","1069444940961181697","71755580"
"404","1069444940961181697","2361127891"
"405","1069444940961181697","2457878419"
"406","1069444940961181697","53333129"
"407","1069444940961181697","114761346"
"408","1069444940961181697","1015155681265979393"
"409","1069444940961181697","1108059097"
"410","1069444940961181697","41553216"
"411","1069444940961181697","76647722"
"412","1069444940961181697","88934080"
"413","1069444940961181697","1069818602646192129"
"414","1069444940961181697","331041385"
"415","1069444940961181697","235165598"
"416","1069444940961181697","3011262247"
"417","1069444940961181697","225731980"
"418","1069444940961181697","3012053863"
"419","1069444940961181697","480190313"
"420","1069444940961181697","351999221"
"421","1069444940961181697","1931332285"
"422","1069444940961181697","2930309203"
"423","1069444940961181697","3012423686"
"424","1069444940961181697","2517405200"
"425","1069444940961181697","2980052466"
"426","1069444940961181697","95808850"
"427","1069444940961181697","125028585"
"428","1069444940961181697","100563581"
"429","1069444940961181697","3012402678"
"430","1069444940961181697","3011170370"
"431","1069444940961181697","3012025447"
"432","1069444940961181697","742143"
"433","1069444940961181697","3011090575"
"434","1069444940961181697","42420346"
"435","1069444940961181697","1118333034"
"436","1069444940961181697","883726405158133761"
"437","1069444940961181697","1270062979"
"438","1069444940961181697","3272463157"
"439","1069444940961181697","1199846234"
"440","1069444940961181697","255866913"
"441","1069444940961181697","82837341"
"442","1069444940961181697","2450510233"
"443","1069444940961181697","31355801"
"444","1069444940961181697","1426800997"
"445","1069444940961181697","2823762764"
"446","1069444940961181697","213602126"
"447","1069444940961181697","822554676"
"448","1069444940961181697","1138808557"
"449","1069444940961181697","55503302"
"450","1069444940961181697","968006612882415616"
"451","1069444940961181697","2589102692"
"452","1069444940961181697","104714478"
"453","1069444940961181697","375995332"
"454","1069444940961181697","100524721"
"455","1069444940961181697","993663424306429952"
"456","1069444940961181697","351403622"
"457","1069444940961181697","68930552"
"458","1069444940961181697","47274731"
"459","1069444940961181697","1005789878"
"460","1069444940961181697","124171593"
"461","1069444940961181697","20963426"
"462","1069444940961181697","22126902"
"463","1069444940961181697","231355136"
"464","1069444940961181697","71436318"
"465","1069444940961181697","125225621"
"466","1069444940961181697","497203647"
"467","1069444940961181697","124839730"
"468","1069444940961181697","18129942"
"469","1069444940961181697","41730943"
"470","1069444940961181697","174601238"
"471","1069444940961181697","23343960"
"472","1069444940961181697","55507370"
"473","1069444940961181697","69183155"
"474","1069444940961181697","57261519"
"475","1069444940961181697","47596019"
"476","1069444940961181697","277454071"
"477","1069444940961181697","437142378"
"478","1069444940961181697","498344937"
"479","1069444940961181697","3403376113"
"480","1069444940961181697","609872301"
"481","1069444940961181697","1277292996"
"482","1069444940961181697","475504476"
"483","1069444940961181697","519230152"
"484","1069444940961181697","167740561"
"485","1069444940961181697","2355858979"
"486","1069444940961181697","1000876878"
"487","1069444940961181697","1450473193"
"488","1069444940961181697","1443748902"
"489","1069444940961181697","1447874514"
"490","1069444940961181697","151909751"
"491","1069444940961181697","16945628"
"492","1069444940961181697","3637051093"
"493","1069444940961181697","190535830"
"494","1069444940961181697","3102928202"
"495","1069444940961181697","3322626792"
"496","1069444940961181697","552523769"
"497","1069444940961181697","35621899"
"498","1069444940961181697","1466504150"
"499","1069444940961181697","135795460"
"500","1069444940961181697","1466398729"
"501","1069444940961181697","730048591"
"502","1069444940961181697","1028310902"
"503","1069444940961181697","266612868"
"504","1069444940961181697","702207679"
"505","1069444940961181697","890733380"
"506","1069444940961181697","4068016160"
"507","1069444940961181697","321256199"
"508","1069444940961181697","240951347"
"509","1069444940961181697","399870422"
"510","1069444940961181697","275487233"
"511","1069444940961181697","323030706"
"512","1069444940961181697","19606528"
"513","1069444940961181697","100894218"
"514","1069444940961181697","143420856"
"515","1069444940961181697","314348304"
"516","1069444940961181697","333877701"
"517","1069444940961181697","1029015134"
"518","1069444940961181697","333789822"
"519","1069444940961181697","85064514"
"520","1069444940961181697","1522337929"
"521","1069444940961181697","62455266"
"522","1069444940961181697","516165629"
"523","1069444940961181697","113292385"
"524","1069444940961181697","153667051"
"525","1069444940961181697","14372726"
"526","1069444940961181697","108543358"
"527","1069444940961181697","155418706"
"528","1069444940961181697","74646907"
"529","1069444940961181697","998737833157320704"
"530","1069444940961181697","986108439972667392"
"531","1069444940961181697","889243516345470978"
"532","1069444940961181697","1015208116906950657"
"533","1069444940961181697","994722376964165633"
"534","1069444940961181697","2989049925"
"535","1069444940961181697","278907985"
"536","1069444940961181697","18427735"
"537","1069444940961181697","365306683"
"538","1069444940961181697","601102975"
"539","1069444940961181697","2291301006"
"540","1069444940961181697","815760303216410624"
"541","1069444940961181697","882833823964254213"
"542","1069444940961181697","2383486969"
"543","1069444940961181697","872698854654713858"
"544","1069444940961181697","888482232721055745"
"545","1069444940961181697","3975719892"
"546","1069444940961181697","941714480798482432"
"547","1069444940961181697","835816446261248000"
"548","1069444940961181697","891985009216638977"
"549","1069444940961181697","740793486161653760"
"550","1069444940961181697","4826647801"
"551","1069444940961181697","1312420542"
"552","1069444940961181697","185619148"
"553","1069444940961181697","225741396"
"554","1069444940961181697","198860948"
"555","1069444940961181697","85596149"
"556","1069444940961181697","109762193"
"557","1069444940961181697","151313825"
"558","1069444940961181697","68304724"
"559","1069444940961181697","183217247"
"560","1069444940961181697","16912985"
"561","1069444940961181697","101156777"
"562","1069444940961181697","80323736"
"563","1069444940961181697","132041617"
"564","1069444940961181697","903172238"
"565","1069444940961181697","110312278"
"566","1069444940961181697","148472804"
"567","1069444940961181697","282006208"
"568","1069444940961181697","115286138"
"569","1069444940961181697","219528751"
"570","1069444940961181697","551529416"
"571","1069444940961181697","156691421"
"572","1069444940961181697","1307120064"
"573","1069444940961181697","121640063"
"574","1069444940961181697","18795386"
"575","1069444940961181697","2916237164"
"576","1069444940961181697","40580714"
"577","1069444940961181697","902839045356744704"
"578","1069444940961181697","2337130332"
"579","1069444940961181697","79139422"
"580","1069444940961181697","86012022"
"581","1069444940961181697","120968478"
"582","1069444940961181697","106038219"
"583","1069444940961181697","1297926588"
"584","1069444940961181697","968771795946946560"
"585","1069444940961181697","79150888"
"586","1069444940961181697","1170669319"
"587","1069444940961181697","289256940"
"588","1069444940961181697","1595383009"
"589","1069444940961181697","83867535"
"590","1069444940961181697","2878952809"
"591","1069444940961181697","772689620576395264"
"592","1069444940961181697","138290629"
"593","1069444940961181697","594386753"
"594","1069444940961181697","366987179"
"595","1069444940961181697","177848697"
"596","1069444940961181697","260686783"
"597","1069444940961181697","631701837"
"598","1069444940961181697","2461082029"
"599","1069444940961181697","2889531644"
"600","1069444940961181697","1138467176"
"601","1069444940961181697","1629234236"
"602","1069444940961181697","104695582"
"603","1069444940961181697","802380540"
"604","1069444940961181697","179835283"
"605","1069444940961181697","600673907"
"606","1069444940961181697","1156682894"
"607","1069444940961181697","2493957026"
"608","1069444940961181697","2545096663"
"609","1069444940961181697","249425161"
"610","1069444940961181697","3522129133"
"611","1069444940961181697","614981346"
"612","1069444940961181697","714719021816541184"
"613","1069444940961181697","3184723542"
"614","1069444940961181697","393838920"
"615","1069444940961181697","634366840"
"616","1069444940961181697","995833441995313152"
"617","1069444940961181697","4787817264"
"618","1069444940961181697","2989211223"
"619","1069444940961181697","1240689786"
"620","1069444940961181697","511357686"
"621","1069444940961181697","1170559466"
"622","1069444940961181697","816550378112024576"
"623","1069444940961181697","1206605300"
"624","1069444940961181697","951804417065435140"
"625","1069444940961181697","337900378"
"626","1069444940961181697","734920951620505600"
"627","1069444940961181697","1152781735"
"628","1069444940961181697","376589388"
"629","1069444940961181697","1177923882"
"630","1069444940961181697","1180974919"
"631","1069444940961181697","1061822631953887234"
"632","1069444940961181697","4807692133"
"633","1069444940961181697","1019392271551086592"
"634","1069444940961181697","1025642397659586560"
"635","1069444940961181697","1150280984"
"636","1069444940961181697","1196196830"
"637","1069444940961181697","1195341252"
"638","1069444940961181697","1171276098"
"639","1069444940961181697","2179341666"
"640","1069444940961181697","3054097686"
"641","1069444940961181697","1178033461"
"642","1069444940961181697","1155732608"
"643","1069444940961181697","885758460360511489"
"644","1069444940961181697","303862998"
"645","1069444940961181697","1030585184662343680"
"646","1069444940961181697","1026631647272132608"
"647","1069444940961181697","1026445448540639233"
"648","1069444940961181697","727709908964151296"
"649","1069444940961181697","705294559194918914"
"650","1069444940961181697","4647396163"
"651","1069444940961181697","3811728372"
"652","1069444940961181697","727110658362200064"
"653","1069444940961181697","1020527137000894465"
"654","1069444940961181697","1025765282357293056"
"655","1069444940961181697","727333004687855616"
"656","1069444940961181697","718629204879749121"
"657","1069444940961181697","1115874631"
"658","1069444940961181697","975201697944317952"
"659","1069444940961181697","1042321179372019712"
"660","1069444940961181697","2524090662"
"661","1069444940961181697","769797251052900352"
"662","1069444940961181697","766461895658311681"
"663","1069444940961181697","1042041569816141824"
"664","1069444940961181697","964601028036370432"
"665","1069444940961181697","1247735923"
"666","1069444940961181697","841566090987675648"
"667","1069444940961181697","747800737879572480"
"668","1069444940961181697","2785316084"
"669","1069444940961181697","1033984616"
"670","1069444940961181697","2385746797"
"671","1069444940961181697","728753860982906881"
"672","1069444940961181697","1178857358"
"673","1069444940961181697","1856754019"
"674","1069444940961181697","1667162474"
"675","1069444940961181697","4855954263"
"676","1069444940961181697","128175561"
"677","1069444940961181697","18158130"
"678","1069444940961181697","2372205426"
"679","1069444940961181697","176624213"
"680","1069444940961181697","3093140623"
"681","1069444940961181697","1241299500"
"682","1069444940961181697","219244515"
"683","1069444940961181697","2576131770"
"684","1069444940961181697","3000233460"
"685","1069444940961181697","62327666"
"686","1069444940961181697","2432813785"
"687","1069444940961181697","2272266271"
"688","1069444940961181697","106780531"
"689","1069444940961181697","2484794744"
"690","1069444940961181697","1551117121"
"691","1069444940961181697","404009142"
"692","1069444940961181697","1546992373"
"693","1069444940961181697","1258720356"
"694","1069444940961181697","2349699978"
"695","1069444940961181697","537556372"
"696","1069444940961181697","151794058"
"697","1069444940961181697","2270015906"
"698","1069444940961181697","2812408470"
"699","1069444940961181697","846268482027061248"
"700","1069444940961181697","825333862553116674"
"701","1069444940961181697","79195089"
"702","1069444940961181697","1391036053"
"703","1069444940961181697","372309332"
"704","1069444940961181697","150141742"
"705","1069444940961181697","803116246652821504"
"706","1069444940961181697","302897356"
"707","1069444940961181697","833326528297472001"
"708","1069444940961181697","44043987"
"709","1069444940961181697","1403820572"
"710","1069444940961181697","715825098469539840"
"711","1069444940961181697","304776591"
"712","1069444940961181697","599089199"
"713","1069444940961181697","86928379"
"714","1069444940961181697","824929902"
"715","1069444940961181697","79968015"
"716","1069444940961181697","274242170"
"717","1069444940961181697","40222918"
"718","1069444940961181697","1512131084"
"719","1069444940961181697","1057112401"
"720","1069444940961181697","370121092"
"721","1069444940961181697","63361089"
"722","1069444940961181697","325744166"
"723","1069444940961181697","569186386"
"724","1069444940961181697","886356364267634688"
"725","1069444940961181697","2207953921"
"726","1069444940961181697","89175272"
"727","1069444940961181697","434087940"
"728","1069444940961181697","720869447536234496"
"729","1069444940961181697","610768133"
"730","1069444940961181697","78964853"
"731","1069444940961181697","2895666823"
"732","1069444940961181697","312678088"
"733","1069444940961181697","94244087"
"734","1069444940961181697","61694330"
"735","1069444940961181697","626973872"
"736","1069444940961181697","266299960"
"737","1069444940961181697","570078163"
"738","1069444940961181697","958045598"
"739","1069444940961181697","3327763244"
"740","1069444940961181697","491858062"
"741","1069444940961181697","961530292379856896"
"742","1069444940961181697","1683073160"
"743","1069444940961181697","894492750070022144"
"744","1069444940961181697","356066252"
"745","1069444940961181697","811427632336146433"
"746","1069444940961181697","2895296804"
"747","1069444940961181697","174886259"
"748","1069444940961181697","238404222"
"749","1069444940961181697","192067596"
"750","1069444940961181697","120663950"
"751","1069444940961181697","111522331"
"752","1069444940961181697","388002860"
"753","1069444940961181697","587278076"
"754","1069444940961181697","224184012"
"755","1069444940961181697","23772644"
"756","1069444940961181697","154102750"
"757","1069444940961181697","2435437400"
"758","1069444940961181697","2360335111"
"759","1069444940961181697","226068812"
"760","1069444940961181697","1038570060"
"761","1069444940961181697","449836976"
"762","1069444940961181697","2385375049"
"763","1069444940961181697","311306407"
"764","1069444940961181697","202418720"
"765","1069444940961181697","535032605"
"766","1069444940961181697","957137679421915137"
"767","1069444940961181697","384219506"
"768","1069444940961181697","764531288"
"769","1069444940961181697","18071520"
"770","1069444940961181697","118646322"
"771","1069444940961181697","373341511"
"772","1069444940961181697","167575238"
"773","1069444940961181697","58218454"
"774","1069444940961181697","2785087448"
"775","1069444940961181697","1797807104"
"776","1069444940961181697","2397870913"
"777","1069444940961181697","2359621218"
"778","1069444940961181697","3186000222"
"779","1069444940961181697","2394249181"
"780","1069444940961181697","853146134482534400"
"781","1069444940961181697","2315277818"
"782","1069444940961181697","189705710"
"783","1069444940961181697","775398657629839362"
"784","1069444940961181697","1003391778"
"785","1069444940961181697","709663656808566784"
"786","1069444940961181697","2258372461"
"787","1069444940961181697","1172371824"
"788","1069444940961181697","2525031644"
"789","1069444940961181697","3865551973"
"790","1069444940961181697","479706771"
"791","1069444940961181697","233132215"
"792","1069444940961181697","1003111374"
"793","1069444940961181697","60422550"
"794","1069444940961181697","936269624"
"795","1069444940961181697","637108092"
"796","1069444940961181697","1275269418"
"797","1069444940961181697","90626276"
"798","1069444940961181697","1479322897"
"799","1069444940961181697","3801249740"
"800","1069444940961181697","246758632"
"801","1069444940961181697","164136117"
"802","1069444940961181697","767195748836319233"
"803","1069444940961181697","1051922562"
"804","1069444940961181697","2446505413"
"805","1069444940961181697","394554643"
"806","1069444940961181697","1968972103"
"807","1069444940961181697","373429347"
"808","1069444940961181697","454629056"
"809","1069444940961181697","866500579568140289"
"810","1069444940961181697","955481292"
"811","1069444940961181697","540772074"
"812","1069444940961181697","230375488"
"813","1069444940961181697","198398775"
"814","1069444940961181697","783469101305835520"
"815","1069444940961181697","4612146258"
"816","1069444940961181697","1909857889"
"817","1069444940961181697","990619069"
"818","1069444940961181697","589676902"
"819","1069444940961181697","1446826878"
"820","1069444940961181697","1685270035"
"821","1069444940961181697","3112439631"
"822","1069444940961181697","102332618"
"823","1069444940961181697","1518456780"
"824","1069444940961181697","94129050"
"825","1069444940961181697","41507605"
"826","1069444940961181697","1338753012"
"827","1069444940961181697","1559923460"
"828","1069444940961181697","588779890"
"829","1069444940961181697","804514092245319680"
"830","1069444940961181697","54489250"
"831","1069444940961181697","514544642"
"832","1069444940961181697","2572265922"
"833","1069444940961181697","294015008"
"834","1069444940961181697","179012688"
"835","1069444940961181697","53745364"
"836","1069444940961181697","1148176123"
"837","1069444940961181697","60316249"
"838","1069444940961181697","303842205"
"839","1069444940961181697","1682264574"
"840","1069444940961181697","2290803774"
"841","1069444940961181697","2215528170"
"842","1069444940961181697","3318087194"
"843","1069444940961181697","822074536761769986"
"844","1069444940961181697","1130001950"
"845","1069444940961181697","951339024"
"846","1069444940961181697","28288664"
"847","1069444940961181697","173707960"
"848","1069444940961181697","809011305608687617"
"849","1069444940961181697","158671197"
"850","1069444940961181697","716081366933184512"
"851","1069444940961181697","610818744"
"852","1069444940961181697","206554226"
"853","1069444940961181697","513294265"
"854","1069444940961181697","625435924"
"855","1069444940961181697","68588849"
"856","1069444940961181697","556625791"
"857","1069444940961181697","227527862"
"858","1069444940961181697","756144553"
"859","1069444940961181697","520502897"
"860","1069444940961181697","1381702938"
"861","1069444940961181697","1009077862232555520"
"862","1069444940961181697","36316223"
"863","1069444940961181697","358795743"
"864","1069444940961181697","4330227554"
"865","1069444940961181697","747541609"
"866","1069444940961181697","2376378859"
"867","1069444940961181697","874507863334330368"
"868","1069444940961181697","2876651995"
"869","1069444940961181697","588897713"
"870","1069444940961181697","2309598266"
"871","1069444940961181697","1916505170"
"872","1069444940961181697","829241967360016384"
"873","1069444940961181697","2519451091"
"874","1069444940961181697","3315372745"
"875","1069444940961181697","348823225"
"876","1069444940961181697","702234228"
"877","1069444940961181697","576066904"
"878","1069444940961181697","183025676"
"879","1069444940961181697","183240819"
"880","1069444940961181697","2335053200"
"881","1069444940961181697","3245792407"
"882","1069444940961181697","3141018961"
"883","1069444940961181697","720426777374433280"
"884","1069444940961181697","60983771"
"885","1069444940961181697","408523816"
"886","1069444940961181697","3365906658"
"887","1069444940961181697","70031987"
"888","1069444940961181697","116400211"
"889","1069444940961181697","1356019645"
"890","1069444940961181697","626284168"
"891","1069444940961181697","964622313734987776"
"892","1069444940961181697","175671498"
"893","1069444940961181697","1558550930"
"894","1069444940961181697","502574249"
"895","1069444940961181697","332306837"
"896","1069444940961181697","595432974"
"897","1069444940961181697","2826584323"
"898","1069444940961181697","791841583586959360"
"899","1069444940961181697","365324727"
"900","1069444940961181697","424260170"
"901","1069444940961181697","65639164"
"902","1069444940961181697","227235448"
"903","1069444940961181697","404494904"
