URUT,R101,R102,R105,R108,R301,R302,R303,R304,R305,JAMMULAI,MENITMULAI,JAMAKHIR,MENITAKHIR,R1501,R1502,R1503,R1504,R1505,R1506,R1507A,R1507B,R1507C,R1508A,R1508B,R1509,R1510,R1511A,R1511B,R1512A,R1512B,R1513,R1514,R1515,R1601,R1602IA,R1602IB,R1602IC,R1602ID,R1602IE,R1602IF,R1602II,R1603,R1604IK2,R1604IIK2,R1604IIIK2,R1604IK3,R1604IIK3,R1604IIIK3,R1604IK4,R1604IIK4,R1604IIIK4,R1605A,R1605B,R1605C,R1605D,R1605E,R1605F,R1605G,R1606,R1607IK2,R1607IK3,R1607iiK2,R1607iiK3,R1607iiiK2,R1607iiiK3,R1608A,R1608B,R1608C,R1608D,R1608E,R1609,R1610A,R1610B,R1610C,R1610D,R1610E,R1701A,R1701B,R1701C,R1701D,R1701E,R1701F,R1701G,R1701H,R1701I,R1701J,R1701K,R1801A,R1801B,R1801C,KABU,FWT_TAHUN,Sanitasi,Air,Lima.satu,Lima.dua,Lima.tiga,Enam.satu,Enam.dua,Enam.tiga,Tujuh.satu,Tujuh.dua,Tujuh.tiga,Delapan.satu,Delapan.dua,Delapan.tiga,Sembilan.satu,Sembilan.dua,Sembilan.tiga,Airlayak,R401,R403,R404,R405,R406A,R406B,R407,R408,R409,R410,R411,R412,R413,R504,R505,R506,R507,R508,R509,R510,R511A,R511B,R511C,R512,R513,R514,R515,R603,R604,R605,R606,R607,R608,R609,R610,R611,R612,R613,R614,R615,R616,R617,R618,R619,R620,R703,R704,R705,R706,R707,R708,R709A,R709B,R709C,R709D,R709E,R709F,R709G,R709H,R710,R711A,R711B,R711C,R711D,R711E,R711F,R711G,R711X,R803,R804A,R804B,R804C,R804D,R804E,R804F,R804G,R805,R806,R807,R808,R809,R810,R901,R902,R903A,R903B,R904A,R904B,R905,R906,R907A,R907B,R907C,R907D,R907E,R907F,R907G,R907H,R907I,R907J,R907K,R907L,R907M,R908,R909,R910,R911,R912,R913,R914,R915,R916,R917,R918,R919,R920,R921A,R921B,R921Bi,R921Bii,R922A,R922B,R922C,R922D,R922E,R922F,R922G,R922H,R922I,R922J,R1001A,R1001B,R1002A,R1002B,R1003A,R1003B,R1004A,R1004B,R1005,R1006,R1007A,R1007B,R1007C,R1007D,R1008A,R1008B,R1008C,R1008D,R1008E,R1008F,R1009A,R1009B,R1009C,R1009D,R1009E,R1009F,R1009G,R1009H,R1101A,R1101B,R1101C,R1101D,R1102,R1103,R1104,R1105A,R1105B,R1201A,R1201B,R1202A,R1202B,R1203,R1204A,R1204B,R1205,R1206A,R1206B,R1207,R1208A,R1208B,R1209A,R1209B,R1301,R1302A,R1302B,R1302C,R1303A,R1303B,R1303C,R1401,R1402,R1403,R1404,R1405,R1406,R1407,R1408,R1409
3.51090011493605E+017,35,10,2,5,4,1,3,3,1,10,32,11,45,1,1,54,4,1,2,1,1,1,6,1,1,3,6,1,6,1,5,1,4,5, , , , , , , ,1,3,6000,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,1,1,6,3510,670.736145019531,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2,11,12,2, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,28,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090011493609E+017,35,10,2,9,3,1,2,2,1,9,47,10,50,1,1,60,4,1,2,1,1,1,5,1,2,3,5,1,5,1,1,1,4,1,0,0,0,1,0,0,400000,1,5,10000,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,1,3,3510,731.158264160156,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,1,11,4, , ,1, ,1,3, , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,2,5,1, ,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,5, , , , , , , , , , , , , ,2,50,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.5109001162361E+017,35,10,2,10,4,1,3,2,1,8,30,9,0,1,1,96,2,1,2,1,1,2,5,1,1,3,5,1,5,1,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,1,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,1,1,5,5,5,1,1,3,3510,610.285034179688,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,5,14,0, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,8,5,1, ,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,1,9,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,0,5, , , , , , , , , , , ,1,1,9,1,8,1,1,1,5,5,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090012094605E+017,35,10,2,5,5,1,4,4,1,11,20,12,12,1,1,76,4,1,2,1,2,4,6,2,1,3,6,2,6,2,5,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,1,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,1,1,5,5,5,1,1,6,3510,493.945465087891,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,3,1,2,7,10,4, , ,2, ,1,1, , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,5, , ,5,7, , , , , , , , , ,0,0,0,1,0,0,0,0,5, , , , , , , , , , , , , ,2,56,35,10,1,1,5,5, , , , , , , , , , , , , , ,1,1,1,2,1,1,2,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090012116607E+017,35,10,2,7,6,1,5,5,1,9,30,10,45,1,1,64,4,3,6,1,1,4,6,2,1,3,6,2,6,2,5,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,1,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,5,5,5,5,5,5,1,5,5,5,1,1,6,3510,456.654602050781,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,6,1,2,7,10,4, , ,1, ,1,3, , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,0,56,35,10,1,1,2, , , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090012390603E+017,35,10,2,3,6,1,5,5,2,8,7,9,2,2,1,48,4,1,2,1,1,2,8,8,1,2,8,8,8,8,1,1,9,5, , , , , , , ,1,4,8000,1,4,8000,1,0,0,0,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,1,2,5,3510,646.494384765625,1, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,1,2,6,12,2, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,1,0,0,0,0,5, , , , , , , , , , , , , ,2,24,35,10,1,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090012390606E+017,35,10,2,6,3,1,2,2,1,10,18,11,7,1,1,54,4,1,2,1,1,2,8,8,3,2,8,8,8,8,1,1,4,5, , , , , , , ,1,8,16000,2,0,0,0,4,8000,1,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,5,5,5,5,5,5,1,5,5,5,1,3,5,3510,686.018920898438,1, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,4,10,4, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,3,5,1, ,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,59,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090012390607E+017,35,10,2,7,6,1,5,3,1,12,3,12,53,1,1,54,4,1,6,2,5,3,8,8,2,3,8,8,8,8,1,1,4,1,0,1,0,0,0,0,400000,1,4,8000,1,4,8000,1,0,0,0,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,2,5,3510,796.070556640625,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,1,1,7,10,4, , ,5,7,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,1,0,0,0,0,5, , , , , , , , , , , , , ,2,48,35,10,1,1,2, , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020030607E+017,35,10,2,7,4,1,3,3,1,9,6,9,52,1,1,114,4,1,2,1,1,1,6,2,1,3,6,2,6,2,1,1,9,5, , , , , , , ,1,0,0,0,0,0,0,7.5,13000,1,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,1,1,5,5,5,1,2,1,3510,934.789123535156,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,9,1,2,6,12,2, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,27,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020076604E+017,35,10,2,4,7,2,5,5,3,14,10,15,12,3,1,138,4,1,2,1,1,1,6,2,1,3,6,2,6,2,1,1,9,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,1,1,5,5,5,1,1,1,3510,886.228881835938,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,1,2,5,14,0, , ,5,7,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,7,5,1, ,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,1, , , , ,3,10,32,4,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,0,5, , , , , , , , , , , ,1,1,6,4,2,1,5,1,5,5,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020076604E+017,35,10,2,4,7,2,5,5,3,14,10,15,12,3,1,138,4,1,2,1,1,1,6,2,1,3,6,2,6,2,1,1,9,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,1,1,5,5,5,1,1,1,3510,886.228881835938,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,7,6,1,1,7,14,0, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,7,5,1, ,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,2, , , , ,4,7,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,0,5, , , , , , , , , , , ,5, , , , ,1,5,1,5,5,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020076608E+017,35,10,2,8,5,1,4,4,1,10,10,11,16,1,1,88,4,1,4,2,3,1,7,2,2,3,7,2,7,2,1,1,4,5, , , , , , , ,1,15,27000,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,5,5,5,5,5,5,1,5,5,5,1,1,1,3510,684.397644042969,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,5,3,1,2,6,14,0, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,3,5,1, ,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,8,35,10,1,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,0,1, , , , , , , , , , , ,1,1,8,2,6,1,5,1,5,5,5,1,5,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020214602E+017,35,10,2,2,5,1,4,4,1,13,44,14,15,2,1,105,4,1,2,1,1,2,2, , ,1,6,2,6,2,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,1,1,5,5,5,5,5,1,5,5,5,1,2,9,3510,833.770751953125,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,6,1,2,1,14,1, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,14,1,1, ,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3, , , , ,4,12,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,12,6,6,1,1,1,5,1,5,5,1,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020214605E+017,35,10,2,5,4,1,3,3,1,9,52,10,29,1,1,54,4,1,2,2,1,2,6,2,1,3,6,2,6,2,5,1,4,1,0,0,1,0,0,0,400000,1,0,0,0,7.5,13500,1,0,0,0,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,4, ,3510,747.731872558594,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,3,1,1,3,12,2, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,3, , , , ,2,35,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.5109002021461E+017,35,10,2,10,4,1,3,2,1,9,33,10,2,1,1,94,4,1,2,1,1,2,6,2,1,3,6,2,6,2,5,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,1,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,1,1,5,5,5,1,1,1,5,5,5,1,2,9,3510,829.198669433594,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,3,1,1,5,13,1, , ,2, ,4, , , , , , , , , , , , , , , ,1,2,2,7,35,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,22,35,10,1,1,2, , , , , , , , , , , , , , , ,1,1,1,1,3,1,3,1,2,1,1,1,1,22,6,16,1,5,1,5,5,5,1,1,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020301601E+017,35,10,2,1,3,1,2,2,1,9,20,10,10,2,1,120,4,1,2,1,1,1,2, , ,1,5,2,5,2,1,1,4,5, , , , , , , ,1,15,27000,1,0,0,0,0,0,0,5,5,5,5,1,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,5,5,5,5,5,1,1,5,5,1,1,1,6,3510,527.717956542969,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,1,1,8,13,1, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,7,5,1, ,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,18,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , ,1,1,18,6,12,1,5,1,1,5,5,5,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.5109002030161E+017,35,10,2,10,4,1,3,2,1,12,16,13,8,1,1,117,4,1,2,1,1,1,1, , ,1,6,1,6,1,5,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,1,5,1,5,5,5,1,1,6,3510,829.198669433594,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,1,10,14,0, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,4,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,0,5, , , , , , , , , , , ,1,1,4,3,1,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020385603E+017,35,10,2,3,5,1,4,3,1,15,10,15,32,1,1,66,4,1,2,5, ,3,6,2,1,3,6,2,6,2,1,1,8,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,5,5,5,5,5,5,1,5,5,5,1,1,1,3510,583.74365234375,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,3,1,2,2,12,3, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,36,35,10,1,1,2, , , , , , , , , , , , , , , ,1,5,1,1,4,1,3,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.5109002039761E+017,35,10,2,10,4,1,3,3,1,8,20,9,6,1,1,32,5,1,6,1,1,1,3, ,2,2,3, ,3, ,2,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,1,1,6,3510,718.78759765625,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,1,12,11,3, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,6,5,1, ,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,40,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020472606E+017,35,10,2,6,3,1,2,2,1,9,35,10,35,1,1,90,4,1,6,2,1,2,6,2,2,3,6,2,6,2,5,1,4,5, , , , , , , ,1,0,0,0,7.5,15000,3,0,0,0,1,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,5,5,5,5,1,5,1,5,5,5,1,2,9,3510,686.018920898438,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,8,13,1, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,2,5,1, ,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,18,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , ,1,5,18,7,11,1,1,1,5,5,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020535603E+017,35,10,2,3,5,1,4,3,1,13,16,14,36,1,1,107,4,1,2,1,1,1,1, , ,1,5,8,6,2,1,1,4,5, , , , , , , ,5, , , , , , , , , ,1,5,1,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,1,1,5,5,5,5,5,1,5,5,5,1,1,6,3510,345.753845214844,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,1,2,12,11,3, , ,1, ,4, , , , , , , , , , , , , , , ,1,1,1,7,33,5, , , , , , , , , , , , ,1,5, , ,5,5, , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,40,35,10,1,1,2, , , , , , , , , , , , , , , ,1,1,1,1,4,1,3,1,4,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.5109002053561E+017,35,10,2,10,4,1,3,2,1,10,48,11,58,1,1,151,4,1,1,1,1,1,1, , ,1,2, ,5,2,1,1,2,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,1,1,1,5,5,5,1,1,5,5,1,1,1,7,3510,570.082153320313,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,2,7,10,4, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,2,5,5,5, , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,56,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020576602E+017,35,10,2,2,3,1,2,2,1,12,30,13,45,1,1,72,4,1,6,1,1,2,6,2,1,3,6,2,6,2,5,1,4,5, , , , , , , ,1,7.5,15000,3,0,0,0,0,0,0,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,1,2,9,3510,697.277526855469,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,1,11,4, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,4,5,1, ,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,50,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020576603E+017,35,10,2,3,3,1,2,2,0,15,10,16,0,1,1,120,1,1,6,1,1,1,6,2,1,3,6,2,6,2,5,1,9,5, , , , , , , ,1,0,0,0,0,0,0,7.5,15000,3,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,5,5,5,5,5,5,1,5,5,5,1,1,1,3510,466.622406005859,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,7,11,3, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,0,43,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020576604E+017,35,10,2,4,4,1,3,3,1,9,5,10,0,1,1,72,4,1,2,1,1,2,6,1,1,3,6,1,6,1,5,1,4,5, , , , , , , ,1,15,30000,3,0,0,0,0,0,0,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,1,1,1,3510,480.283935546875,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2,9,10,4, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,4,5,1, ,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,53,35,10,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51090020889601E+017,35,10,2,1,3,1,2,2,2,9,3,10,16,1,3,84,4,1,6,1,2,1,6,1,1,3,6,1,6,1,5,1,4,1,0,1,0,0,0,0,400000,1,0,0,0,15,30000,2,0,0,0,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,1,1,6,5,5,1,5,5,5,5,5,5,5,1,5,5,5,2,4, ,3510,518.64501953125,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,6,1,1,9,12,2, , ,2, ,4, , , , , , , , , , , , , , , ,1,1,1,7,51,5, , , , , , , , , , , , ,1,5, , ,5,7, , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,29,35,10,1,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
