URUT,R101,R102,R105,R108,R301,R302,R303,R304,R305,JAMMULAI,MENITMULAI,JAMAKHIR,MENITAKHIR,R1501,R1502,R1503,R1504,R1505,R1506,R1507A,R1507B,R1507C,R1508A,R1508B,R1509,R1510,R1511A,R1511B,R1512A,R1512B,R1513,R1514,R1515,R1601,R1602IA,R1602IB,R1602IC,R1602ID,R1602IE,R1602IF,R1602II,R1603,R1604IK2,R1604IIK2,R1604IIIK2,R1604IK3,R1604IIK3,R1604IIIK3,R1604IK4,R1604IIK4,R1604IIIK4,R1605A,R1605B,R1605C,R1605D,R1605E,R1605F,R1605G,R1606,R1607IK2,R1607IK3,R1607iiK2,R1607iiK3,R1607iiiK2,R1607iiiK3,R1608A,R1608B,R1608C,R1608D,R1608E,R1609,R1610A,R1610B,R1610C,R1610D,R1610E,R1701A,R1701B,R1701C,R1701D,R1701E,R1701F,R1701G,R1701H,R1701I,R1701J,R1701K,R1801A,R1801B,R1801C,KABU,FWT_TAHUN,Sanitasi,Air,Lima.satu,Lima.dua,Lima.tiga,Enam.satu,Enam.dua,Enam.tiga,Tujuh.satu,Tujuh.dua,Tujuh.tiga,Delapan.satu,Delapan.dua,Delapan.tiga,Sembilan.satu,Sembilan.dua,Sembilan.tiga,Airlayak,R401,R403,R404,R405,R406A,R406B,R407,R408,R409,R410,R411,R412,R413,R504,R505,R506,R507,R508,R509,R510,R511A,R511B,R511C,R512,R513,R514,R515,R603,R604,R605,R606,R607,R608,R609,R610,R611,R612,R613,R614,R615,R616,R617,R618,R619,R620,R703,R704,R705,R706,R707,R708,R709A,R709B,R709C,R709D,R709E,R709F,R709G,R709H,R710,R711A,R711B,R711C,R711D,R711E,R711F,R711G,R711X,R803,R804A,R804B,R804C,R804D,R804E,R804F,R804G,R805,R806,R807,R808,R809,R810,R901,R902,R903A,R903B,R904A,R904B,R905,R906,R907A,R907B,R907C,R907D,R907E,R907F,R907G,R907H,R907I,R907J,R907K,R907L,R907M,R908,R909,R910,R911,R912,R913,R914,R915,R916,R917,R918,R919,R920,R921A,R921B,R921Bi,R921Bii,R922A,R922B,R922C,R922D,R922E,R922F,R922G,R922H,R922I,R922J,R1001A,R1001B,R1002A,R1002B,R1003A,R1003B,R1004A,R1004B,R1005,R1006,R1007A,R1007B,R1007C,R1007D,R1008A,R1008B,R1008C,R1008D,R1008E,R1008F,R1009A,R1009B,R1009C,R1009D,R1009E,R1009F,R1009G,R1009H,R1101A,R1101B,R1101C,R1101D,R1102,R1103,R1104,R1105A,R1105B,R1201A,R1201B,R1202A,R1202B,R1203,R1204A,R1204B,R1205,R1206A,R1206B,R1207,R1208A,R1208B,R1209A,R1209B,R1301,R1302A,R1302B,R1302C,R1303A,R1303B,R1303C,R1401,R1402,R1403,R1404,R1405,R1406,R1407,R1408,R1409
3.51520028520601E+017,35,15,1,1,4,1,3,2,1,10,15,11,5,1,1,84,5,1,2,1,1,1,2, , ,1,3, ,3, ,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,1,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,1,1,1,5,5,1,1,1,5,5,5,2,1,6,3515,548.164001464844,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,2,9,10,4, , ,2, ,1,1, , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,3,1,1, ,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,54,35,15,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520028645603E+017,35,15,1,3,3,1,2,2,1,10,30,11,15,1,2,8,4,1,2,2,1,1,2, , ,1,8,8,6,1,5,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,1,1,6,3515,805.809204101563,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,7,12,2, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,5, , ,5,5, , , , , , , , , ,0,0,0,1,0,0,0,0,5, , , , , , , , , , , , , ,2,26,35,15,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520028645607E+017,35,15,1,7,3,1,2,2,1,8,5,9,0,1,2,12,4,1,2,2,1,2,1, , ,1,5,2,5,2,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,1,2,3,3515,805.809204101563,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,5,12,2, , ,1, ,4, , , , , , , , , , , , , , , ,1,1,1,1,35,5, , , , , , , , , , , , ,1,5, , ,5,5, , , , , , , , , ,1,0,0,0,0,0,0,0,5, , , , , , , , , , , , , ,2,26,35,15,1,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520028702601E+017,35,15,1,1,6,1,5,5,2,13,30,14,37,2,1,150,4,1,4,3,1,1,8,8,1,1,8,8,6,1,5,1,4,1,0,0,0,1,1,0,400000,1,15,24000,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,3515,498.538269042969,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,1,1,12,13,1, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,5, , ,1, ,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,7, , , , ,3,15,35,15,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , ,1,1,15,6,9,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520028702602E+017,35,15,1,2,3,1,2,2,1,12,30,13,20,1,2,15,5,1,6,2,1,1,2, , ,1,8,8,6,1,5,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,2,2,3,3515,688.083312988281,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,9,13,1, , ,2, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,3,5,1, ,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,5, , , , , , , , , , , , , ,2,17,35,15,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , ,1,5,12,6,6,1,5,1,1,5,5,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520028702604E+017,35,15,1,4,5,1,4,3,1,8,15,9,5,1,1,200,2,1,2,1,1,1,1, , ,1,8,8,3, ,1,1,3,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,1,1,1,5,1,1,1,1,5,5,1,1,2,8,3515,783.965454101563,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,1,2,2,12,3, , ,2, ,4, , , , , , , , , , , , , , , ,1,5,7,7,35,5, , , , , , , , , , , , ,1,1,3,5,1, ,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5, , , , , , , , , , , , , ,2,37,35,15,1,1,2, , , , , , , , , , , , , , , ,1,1,1,2,4,1,3,1,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520028702605E+017,35,15,1,5,4,1,3,2,1,14,30,15,20,1,1,120,1,1,2,1,1,2,1, , ,1,8,8,3, ,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,1,5, , , , , ,1,1,5,5,5,5,1,1,5,5,5,1,1,6,3515,771.202209472656,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,2,4,11,3, , ,2, ,4, , , , , , , , , , , , , , , ,1,1,1,7,35,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,47,35,15,1,1,2, , , , , , , , , , , , , , , ,1,1,1,1,4,1,3,1,4,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520028716604E+017,35,15,1,4,4,1,3,3,1,13,0,14,5,1,1,96,2,1,2,1,1,2,1, , ,1,6,8,5,1,1,1,3,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,1,5,5,5,5,5, , , , , ,1,1,1,5,1,1,1,1,5,5,1,2,1,6,3515,567.457946777344,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,6,1,1,12,14,0, , ,2, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,3,5,1, ,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,3,4,35,15,1,1,2, , , , , , , , , , , , , , , ,1,1,1,1,4,1,3,1,4,2,5,1,1,4,4,0,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520028716607E+017,35,15,1,7,5,1,4,4,1,10,15,11,5,1,1,70,4,1,2,1,1,2,8,8,1,1,8,8,5,1,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,1,5,5,5,5,5, , , , , ,5,1,5,1,5,5,5,1,5,5,5,4,2,3,3515,550.664916992188,1, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,1,1,11,12,2, , ,1, ,4, , , , , , , , , , , , , , , ,1,1,1,1,35,5, , , , , , , , , , , , ,1,5, , ,5,5, , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,3,27,35,15,1,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520028802601E+017,35,15,1,1,4,1,3,3,1,8,0,11,0,1,1,84,4,1,6,1,1,4,4, , ,1,4, ,5,2,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,1,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,1,5,1,5,5,5,2,2,3,3515,669.882873535156,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,6,1,1,4,10,4, , ,1, ,1,3, , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7, , , , ,3,52,35,15,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520028802606E+017,35,15,1,6,4,1,3,2,1,12,0,13,0,1,1,112,5,1,2,1,1,4,4, , ,1,4, ,5,2,5,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,1,5,5,5, , , , , , ,5,5,1,5,5,5, , , , , ,5,1,5,1,5,1,5,1,5,5,5,1,2,5,3515,969.591979980469,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,1,7,12,2, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,2,5,5,7, , , , , , , , , ,1,0,0,0,0,0,0,0,5, , , , , , , , , , , , , ,2,32,35,15,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.5152002880261E+017,35,15,1,10,3,1,2,2,1,19,30,21,30,1,1,70,5,1,2,1,1,4,4, , ,1,4, ,5,1,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,1,5,5,5, , , , , ,5,1,5,1,5,1,5,1,5,5,5,1,2,3,3515,1158.40539550781,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,9,13,1, , ,2, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,1,5,5,1, ,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5, , , , , , , , , , , , , ,2,18,35,15,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,18,6,12,1,5,1,5,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520028912608E+017,35,15,1,8,5,1,4,3,1,11,0,12,0,1,2,12,5,1,2,2,1,1,2, , ,1,4, ,5,8,2,1,4,1,0,0,0,1,1,0,400000,1,0,0,0,15,24000,1,0,0,0,5,5,5,5,5,5,5,5, , , , , , ,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,2,5,3515,1039.75378417969,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,1,1,10,10,4, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,5, , , , , , , , , , , , , ,2,52,35,15,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,0,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.5152002891261E+017,35,15,1,10,5,1,4,4,1,14,0,15,0,1,2,16,4,1,2,2,1,1,2, , ,1,5,8,5,8,2,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,1,5,5,5, , , , , ,5,5,5,5,5,5,1,1,5,5,5,1,2,3,3515,779.2060546875,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,1,2,5,14,0, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,5, , , , , , , , , , , , , ,2,9,35,17,1,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , ,1,1,9,6,3,1,1,1,5,1,1,5,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520029004602E+017,35,15,1,2,9,1,8,7,3,10,10,11,30,3,1,102,4,1,2,1,1,1,4, , ,2,4, ,6,2,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,1,5,1,5,5,5,1,1,7,3515,1453.27087402344,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,6,1,2,12,12,2, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,5, , , , , , , , , , , , , ,8,27,35,15,1,1,1, ,1,1,1,0,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520029004604E+017,35,15,1,4,5,1,4,4,2,9,45,11,15,2,1,102,4,1,2,1,1,1,2, , ,1,8,8,6,2,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,1,2,3,3515,974.0693359375,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,6,1,2,8,14,0, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,3,7,35,15,1,1,1, ,1,1,1,1,0,1,1,1,1,1,1,1,0,5, , , , , , , , , , , ,1,1,7,6,1,1,1,1,5,5,5,5,1,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520029004605E+017,35,15,1,5,3,1,2,2,1,8,10,9,10,1,2,16,5,1,4,2,1,1,1, , ,1,8,8,6,2,5,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,5,5,5,5,5,5,5,5,5,5,1,2,7,3515,1038.42260742188,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,7,12,2, , ,2, ,4, , , , , , , , , , , , , , , ,1,1,1,7,35,5, , , , , , , , , , , , ,1,1,3,5,1, ,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,32,35,15,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520029104604E+017,35,15,1,4,4,1,3,3,1,8,30,9,40,2,1,60,4,1,2,1,1,1,8,8,1,1,8,8,5,2,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,2,2,9,3515,734.47509765625,1, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,2,1,11,4, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,50,35,15,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520029104606E+017,35,15,1,6,5,1,4,4,1,9,0,10,0,2,1,210,4,1,2,1,1,1,1, , ,1,3, ,3, ,1,1,3,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,1,1,1,1,1,1,1,1,5,5,1,1,2,9,3515,523.054809570313,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,6,1,1,9,10,4, , ,1, ,1,3, , , , , , , , , , , , , , ,1,1,1,1,35,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,5, , , , , , , , , , , , , ,3,56,35,78,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520029210601E+017,35,15,1,1,5,1,4,4,1,9,35,11,0,1,1,80,4,1,2,1,1,1,1, , ,1,2, ,5,1,1,1,4,5, , , , , , , ,1,6,10500,1,6,10500,1,6,10500,1,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,1,2,9,3515,456.103057861328,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,1,7,12,2, , ,2, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,32,35,15,1,1,2, , , , , , , , , , , , , , , ,1,1,1,1,2,1,2,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520029350602E+017,35,15,1,2,4,1,3,2,1,11,50,12,15,1,2,40,4,1,4,1,1,1,2, , ,1,4, ,5,2,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,1,2,9,3515,913.89990234375,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,1,2,12,3, , ,1, ,4, , , , , , , , , , , , , , , ,1,1,1,1,35,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,37,35,15,1,1,2, , , , , , , , , , , , , , , ,1,1,1,1,4,1,3,1,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520029392608E+017,35,15,1,8,4,1,3,3,1,9,45,11,2,1,1,132,4,1,2,1,1,1,1, , ,1,3, ,3, ,1,1,3,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,1,1,5,1,5,1,1,1,5,5,1,1,2,5,3515,497.878051757813,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,12,11,3, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,1,5, , ,5,5, , , , , , , , , ,0,0,1,0,0,0,0,0,5, , , , , , , , , , , , , ,2,38,35,15,1,1,2, , , , , , , , , , , , , , , ,1,1,1,1,4,1,3,1,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520029503602E+017,35,15,1,2,4,1,3,3,1,9,1,10,5,1,1,75,4,1,2,5, ,3,4, , ,1,6,2,6,2,5,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,1,2,3,3515,565.608520507813,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,1,11,10,4, , ,1, ,1,3, , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,52,35,15,1,1,5,1, , , , , , , , , , , , , , ,1,1,1,1,4,1,3,1,3,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520029503605E+017,35,15,1,5,3,1,2,2,1,9,59,11,5,1,1,120,4,1,2,5, ,3,5,2,1,1,5,2,5,2,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,1,5,5,5,5,1,5,5,5,1,1,6,3515,291.142272949219,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,1,1,1,13,2, , ,1, ,4, , , , , , , , , , , , , , , ,1,1,1,1,35,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,24,35,16,1,1,2, , , , , , , , , , , , , , , ,1,1,1,1,4,1,3,1,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520029503608E+017,35,15,1,8,5,1,4,3,1,9,40,10,30,1,1,48,4,1,2,1,1,1,4, , ,1,4, ,5,2,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,1,0,0,0,0,1,900000,5,5,5,5,5,5, , , , , ,5,1,5,5,5,5,5,1,5,5,5,1,2,9,3515,670.074157714844,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,1,2,8,10,4, , ,1, ,4, , , , , , , , , , , , , , , ,5, , , , ,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,2,54,35,15,1,1,2, , , , , , , , , , , , , , , ,1,1,1,1,4,1,3,1,3,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51520029612603E+017,35,15,1,3,9,2,7,7,1,12,38,14,15,2,1,160,4,1,2,1,1,2,1, , ,1,4, ,5,2,1,1,4,5, , , , , , , ,5, , , , , , , , , ,5,5,5,5,5,5,5,5, , , , , , ,5,5,5,5,5,5, , , , , ,5,1,1,5,1,1,1,1,5,5,1,1,2,9,3515,666.173400878906,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8,6,1,1,3,13,2, , ,5,8,4, , , , , , , , , , , , , , , ,1,0,1,1,35,5, , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,5, , , , , , , , , , , , , ,7,24,35,15,1,1,2, , , , , , , , , , , , , , , ,1,1,1,1,4,1,3,1,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
